Data/hora,Temperatura(ºC),Umidade %,Vibração,Estado da Máquina,Localização,Madeira Processada
2024-11-13 11:53:35.247045,27.732962963062132,48.353351120852196,2.1105488718331458,Operando,San Rafael Movelaria,497
2024-11-12 11:53:35.253044,22.904467854872223,62.711603755079,3.7465663935982416,Operando,Movelaria Castro,314
2024-11-11 11:53:35.257045,35.61291001549539,47.19633752772328,1.361358408734813,Parada,San Rafael Movelaria,318
2024-11-10 11:53:35.258045,22.96333987724188,66.84246327198726,0.25857207275027383,Operando,Movelaria Castro,244
2024-11-09 11:53:35.259044,37.242887807195615,59.85890150144245,9.019917051905084,Parada,Movelaria Castro,191
2024-11-08 11:53:35.260044,38.93671872341238,53.58908004790904,4.640226697684967,Operando,San Rafael Movelaria,162
2024-11-07 11:53:35.260044,33.56834525397774,48.876446966404174,5.587635958842244,Operando,San Rafael Movelaria,306
2024-11-06 11:53:35.261045,29.1203407829517,52.568259032125496,4.207640823802615,Parada,San Rafael Movelaria,454
2024-11-05 11:53:35.262044,26.939430598794736,61.92788727748762,1.2521667997131425,Operando,San Rafael Movelaria,253
2024-11-04 11:53:35.263044,31.69577768703302,51.39447015684088,8.747746302545005,Operando,San Rafael Movelaria,352
2024-11-03 11:53:35.264057,28.506662375771274,65.37657533382757,1.1590497738283623,Operando,Movelaria Castro,127
2024-11-02 11:53:35.264057,37.93258052223452,58.85689498806226,9.600261833656067,Parada,Movelaria Castro,110
2024-11-01 11:53:35.266044,34.93651777895731,66.39265027632992,3.540871635974683,Parada,Movelaria Castro,334
2024-10-31 11:53:35.266044,20.742046333661474,74.90632798572943,3.2864996269909175,Manutenção,Movelaria Castro,246
2024-10-30 11:53:35.267045,31.631329859110956,75.15628445258514,9.136645901278213,Manutenção,San Rafael Movelaria,282
2024-10-29 11:53:35.267045,25.879611758370885,54.294349212429864,0.6284995976264374,Parada,Movelaria Castro,244
2024-10-28 11:53:35.268046,32.336459770462,44.67186532121379,4.236682396925122,Operando,Movelaria Castro,325
2024-10-27 11:53:35.269045,34.823820626126704,61.59018336988564,2.810211001451223,Parada,San Rafael Movelaria,231
2024-10-26 11:53:35.269045,39.58276489559428,52.0822942626602,0.39541257171753386,Manutenção,San Rafael Movelaria,452
2024-10-25 11:53:35.270051,29.795971343081582,70.52359111342477,9.536249715267767,Parada,San Rafael Movelaria,294
2024-10-24 11:53:35.271045,25.578648587131596,41.80388798747649,9.060812506677873,Operando,San Rafael Movelaria,476
2024-10-23 11:53:35.272044,38.42920999569054,69.91765958565506,1.495762723528219,Parada,San Rafael Movelaria,358
2024-10-22 11:53:35.273045,34.368863959131524,77.25586580860265,9.899785866052031,Parada,Movelaria Castro,133
2024-10-21 11:53:35.274044,37.823633593715684,56.693538943358575,6.212811868519239,Operando,Movelaria Castro,138
2024-10-20 11:53:35.274044,23.735850194936912,71.48919305937187,5.796134884962495,Operando,San Rafael Movelaria,149
2024-10-19 11:53:35.275045,33.33855313774384,73.32601612432731,2.219430489463564,Operando,San Rafael Movelaria,118
2024-10-18 11:53:35.276045,39.1102885985116,43.61408607788637,1.3527561573420077,Manutenção,Movelaria Castro,263
2024-10-17 11:53:35.276045,22.7698348224494,65.91047196259679,3.402760924141135,Manutenção,San Rafael Movelaria,109
2024-10-16 11:53:35.277045,35.532020937295684,61.77111162101455,4.137080075691884,Manutenção,San Rafael Movelaria,290
2024-10-15 11:53:35.278046,20.097175483078324,79.47629821811853,1.9209271806556283,Parada,San Rafael Movelaria,178
2024-10-14 11:53:35.279045,26.0888666967511,44.92215961529969,9.139662811608028,Parada,San Rafael Movelaria,203
2024-10-13 11:53:35.279045,23.293791259849026,64.73886125967432,0.7202808304716446,Manutenção,San Rafael Movelaria,384
2024-10-12 11:53:35.280046,30.61567434715669,42.09930390892899,1.3171519231327011,Manutenção,Movelaria Castro,404
2024-10-11 11:53:35.281044,36.19177641420626,43.34754605832928,1.0625502373460727,Parada,San Rafael Movelaria,171
2024-10-10 11:53:35.282044,30.83629569397065,50.90656092244228,0.343832930731125,Parada,San Rafael Movelaria,150
2024-10-09 11:53:35.282044,37.894745947403365,58.180817521479895,3.1735857075216334,Operando,San Rafael Movelaria,468
2024-10-08 11:53:35.283044,33.42521369123835,77.53463188873192,5.18000175506225,Manutenção,San Rafael Movelaria,289
2024-10-07 11:53:35.284044,27.597913229654495,72.1040094118585,7.032307383463698,Manutenção,Movelaria Castro,351
2024-10-06 11:53:35.284044,22.685686178602413,61.24085739231285,6.885885365114656,Operando,San Rafael Movelaria,302
2024-10-05 11:53:35.286047,26.42457070824445,65.29334391437511,6.32850447357911,Manutenção,San Rafael Movelaria,149
2024-10-04 11:53:35.287045,34.432240184113354,57.80332808333118,4.667466848789169,Parada,Movelaria Castro,188
2024-10-03 11:53:35.287045,38.968856323963436,48.87787271741832,6.347718970047999,Manutenção,San Rafael Movelaria,453
2024-10-02 11:53:35.288046,22.152469875930723,50.36963526844262,8.57866030317082,Parada,Movelaria Castro,109
2024-10-01 11:53:35.289045,39.27463123781418,62.293357832765494,8.29239677091136,Manutenção,Movelaria Castro,122
2024-09-30 11:53:35.290044,36.03655604680283,50.45151702872792,2.122309175939704,Operando,San Rafael Movelaria,125
2024-09-29 11:53:35.290044,22.082452065295808,57.92319638901965,1.0975830448610746,Operando,Movelaria Castro,352
2024-09-28 11:53:35.291046,27.79833799795987,46.36996553547477,6.551411271267846,Parada,Movelaria Castro,314
2024-09-27 11:53:35.292045,25.899147531701125,72.13609786696549,3.2788801231069287,Operando,San Rafael Movelaria,137
2024-09-26 11:53:35.293046,30.69927851293139,55.013644394015415,3.3792102750646302,Manutenção,Movelaria Castro,327
2024-09-25 11:53:35.293046,20.47542040252874,59.159772886582815,3.2643155904930232,Manutenção,San Rafael Movelaria,379
2024-09-24 11:53:35.294045,27.672118913569147,46.73781875228837,1.810449171101397,Manutenção,Movelaria Castro,496
2024-09-23 11:53:35.295046,38.392373191281735,68.53257947539822,1.675202178262405,Parada,San Rafael Movelaria,466
2024-09-22 11:53:35.295046,29.051081286010177,69.77914306497087,4.848718200499559,Operando,San Rafael Movelaria,219
2024-09-21 11:53:35.296045,35.37813563308167,45.43388320921962,1.1012505378683235,Manutenção,San Rafael Movelaria,341
2024-09-20 11:53:35.297045,32.17981617609984,67.80008255205439,5.2771735029528966,Manutenção,San Rafael Movelaria,118
2024-09-19 11:53:35.298046,35.50760975398371,74.67689707937936,3.080881792694571,Manutenção,Movelaria Castro,286
2024-09-18 11:53:35.298046,21.55465162054484,77.29392037513514,2.5215160054557018,Manutenção,San Rafael Movelaria,229
2024-09-17 11:53:35.299044,30.177947518530875,56.67615621860446,3.4913971935310375,Parada,San Rafael Movelaria,472
2024-09-16 11:53:35.300045,27.402609135582054,42.69103702980918,6.4346912484498,Manutenção,Movelaria Castro,189
2024-09-15 11:53:35.301044,20.307945662944295,68.92405564868707,9.116729646423916,Manutenção,San Rafael Movelaria,246
2024-09-14 11:53:35.301044,34.64864096593226,46.75870163072424,5.450418281981875,Manutenção,San Rafael Movelaria,461
2024-09-13 11:53:35.302044,34.954614955990024,79.7152983196432,0.002180722551454739,Manutenção,San Rafael Movelaria,407
2024-09-12 11:53:35.303044,24.35675461971021,44.592555711605556,1.8892460604859806,Operando,San Rafael Movelaria,494
2024-09-11 11:53:35.303044,26.78228490842826,42.59181808928162,1.939209147617027,Manutenção,San Rafael Movelaria,293
2024-09-10 11:53:35.304045,26.95458899044433,66.45056961343512,8.446358809404943,Operando,San Rafael Movelaria,143
2024-09-09 11:53:35.304045,32.72210285535133,55.794171421076875,9.407051226173763,Parada,San Rafael Movelaria,412
2024-09-08 11:53:35.306044,24.004556146722965,54.913516754010466,2.651397837452103,Manutenção,San Rafael Movelaria,134
2024-09-07 11:53:35.306044,22.796273415644784,71.48275824543973,6.384802111086825,Operando,San Rafael Movelaria,484
2024-09-06 11:53:35.307044,24.906912387904313,77.8583268896476,0.32073197361427663,Manutenção,Movelaria Castro,408
2024-09-05 11:53:35.307044,38.365160921736084,49.34179591919521,6.535398406677036,Parada,Movelaria Castro,200
2024-09-04 11:53:35.308045,34.83446456955032,72.8470291140249,6.5449764766410725,Manutenção,Movelaria Castro,176
2024-09-03 11:53:35.309044,34.339508357135074,61.99333727200396,8.260471527141554,Operando,San Rafael Movelaria,151
2024-09-02 11:53:35.309044,20.743918698256536,61.33911404931017,8.60264875123076,Manutenção,Movelaria Castro,184
2024-09-01 11:53:35.310044,33.925846305602434,79.0837612605915,0.4980883614799603,Parada,Movelaria Castro,244
2024-08-31 11:53:35.311044,25.04670712214287,46.76050342158514,8.076092477446302,Parada,San Rafael Movelaria,315
2024-08-30 11:53:35.311044,28.20487953663737,72.73802080139203,9.70678658821534,Manutenção,San Rafael Movelaria,200
2024-08-29 11:53:35.312044,24.060797944910284,53.729807784009,7.98434311669903,Parada,San Rafael Movelaria,179
2024-08-28 11:53:35.313050,39.67339718548665,74.08524848826045,2.5841552840659023,Parada,San Rafael Movelaria,167
2024-08-27 11:53:35.314049,25.88670378172392,47.51896308770318,1.4022032514798954,Operando,San Rafael Movelaria,248
2024-08-26 11:53:35.314049,21.150648438978678,51.34745858784444,4.570997501404644,Parada,Movelaria Castro,389
2024-08-25 11:53:35.315046,35.15628400296217,74.46312446277716,6.749108937212577,Manutenção,Movelaria Castro,254
2024-08-24 11:53:35.316044,34.908617469096406,54.10217242089108,2.7769457524017738,Parada,San Rafael Movelaria,100
2024-08-23 11:53:35.316044,25.210788304331327,64.88563164715102,3.953570030462309,Manutenção,Movelaria Castro,462
2024-08-22 11:53:35.317060,25.724281926091194,41.75446473474657,7.1835502245734615,Manutenção,San Rafael Movelaria,174
2024-08-21 11:53:35.318045,30.90697587398586,47.71158657124619,4.683762535426316,Parada,San Rafael Movelaria,267
2024-08-20 11:53:35.318045,26.372006540048847,49.85553122843129,1.262013429390717,Operando,San Rafael Movelaria,325
2024-08-19 11:53:35.319044,20.81603538027443,74.23779515718815,2.9503662608050387,Operando,San Rafael Movelaria,480
2024-08-18 11:53:35.320044,26.041678647412937,54.864815414696054,2.7682457728136542,Manutenção,San Rafael Movelaria,450
2024-08-17 11:53:35.320044,36.14017391366752,60.52340201849219,0.9574900647945439,Manutenção,San Rafael Movelaria,497
2024-08-16 11:53:35.321057,27.83317410652927,63.906686445649186,5.718312366002447,Manutenção,Movelaria Castro,118
2024-08-15 11:53:35.322044,22.0241349284905,51.455314522122485,2.6125411080880525,Parada,Movelaria Castro,327
2024-08-14 11:53:35.322044,34.50476809328187,63.1766532845284,1.330200675508546,Operando,Movelaria Castro,157
2024-08-13 11:53:35.323044,34.41623458911657,57.93833464044876,5.977611114349517,Manutenção,San Rafael Movelaria,165
2024-08-12 11:53:35.323044,26.618846126278818,72.54324987512493,8.314875041544076,Parada,San Rafael Movelaria,172
2024-08-11 11:53:35.324044,33.39467342553216,75.98203843612669,1.0504268790954807,Operando,San Rafael Movelaria,241
2024-08-10 11:53:35.325044,22.364547402777717,77.10035409184692,5.467986774244417,Operando,San Rafael Movelaria,177
2024-08-09 11:53:35.325044,33.0700625464346,75.80243511378455,7.574624925581035,Parada,Movelaria Castro,463
2024-08-08 11:53:35.326048,38.11749826403772,53.24864064305644,7.013734536036078,Manutenção,Movelaria Castro,112
2024-08-07 11:53:35.327051,23.070534762675155,67.44982025159678,0.3731551562164015,Parada,San Rafael Movelaria,221
2024-08-06 11:53:35.327051,38.29176136518397,41.95418394582117,7.1350626796730365,Parada,Movelaria Castro,468
2024-08-05 11:53:35.328045,35.849865242534946,65.31918831065188,7.424586093724584,Operando,San Rafael Movelaria,235
2024-08-04 11:53:35.329045,37.516744632009896,61.213929833461606,0.8667677799307061,Parada,Movelaria Castro,121
2024-08-03 11:53:35.329045,22.235818404599485,68.70638968186496,5.9119358376234885,Operando,Movelaria Castro,475
2024-08-02 11:53:35.330044,30.869831373269914,70.20736237499165,9.597096513903177,Manutenção,San Rafael Movelaria,191
2024-08-01 11:53:35.331044,23.04258115360336,64.27876398015644,6.843927862530919,Operando,Movelaria Castro,178
2024-07-31 11:53:35.331044,36.56762649716032,51.33131896463185,6.243620189568632,Operando,Movelaria Castro,129
2024-07-30 11:53:35.332044,34.49812546694032,52.14255906549059,0.9292450782507722,Manutenção,San Rafael Movelaria,300
2024-07-29 11:53:35.332044,26.51017513400989,45.19640978436001,4.999523136072188,Manutenção,San Rafael Movelaria,267
2024-07-28 11:53:35.333045,24.362729042582707,69.72187874799886,7.047259560045039,Manutenção,San Rafael Movelaria,299
2024-07-27 11:53:35.334044,36.565224359151436,65.80674355979406,1.789220478354806,Operando,San Rafael Movelaria,452
2024-07-26 11:53:35.335045,29.308423269406276,60.13987146274158,6.346813739561514,Parada,San Rafael Movelaria,435
2024-07-25 11:53:35.335045,28.750524753219644,75.31409609651472,7.681132303274247,Parada,San Rafael Movelaria,173
2024-07-24 11:53:35.336046,39.74948732367976,71.0075002148635,7.600955734633905,Parada,San Rafael Movelaria,464
2024-07-23 11:53:35.337045,21.204793128104328,71.82545875622364,6.9595610452679715,Operando,San Rafael Movelaria,258
2024-07-22 11:53:35.337045,32.591640773685036,68.7847116735901,5.15005338388069,Manutenção,Movelaria Castro,251
2024-07-21 11:53:35.338045,29.486191916617766,79.60243097306332,1.681684229777013,Manutenção,San Rafael Movelaria,489
2024-07-20 11:53:35.339044,24.7615915603854,41.36291541480143,2.5308152165162956,Operando,San Rafael Movelaria,433
2024-07-19 11:53:35.339044,21.676598550771065,58.93874977613878,4.185041761851236,Parada,San Rafael Movelaria,250
